flat_type,location1,buildupArea_sqft,age_of_property,furnishing,bedrooms,bathrooms,balcony,parking,Flat_price
1,Mulund East,650,modern property,Semi Furnished,1,2,0,1,10300
1,Mira Road East,745,recent construction,Semi Furnished,1,2,3,1,7000
1,Thane West,560,recent construction,Semi Furnished,1,2,1,1,6500
3,Borivali East,989,new construction,Unfurnished,3,3,1,1,30000
1,Nalasopara East,650,recent construction,Semi Furnished,1,1,3,1,3700
1,Goregaon West,550,new construction,Semi Furnished,1,2,0,1,11500
1,Mira Road East,675,recent construction,Semi Furnished,1,2,2,1,6800
2,Andheri East,747,new construction,Unfurnished,2,2,1,1,27500
2,Goregaon West,700,new construction,Unfurnished,2,2,0,1,17700
3,Sakinaka,1500,recent construction,Unfurnished,3,3,3,1,21000
2,Dahisar West,850,new construction,Unfurnished,2,2,0,1,15000
2,Dahisar West,800,modern property,Semi Furnished,2,2,0,1,12500
2,Andheri West,705,new construction,Fully Furnished,2,2,0,1,20000
1,Nalasopara East,650,recent construction,Semi Furnished,1,2,2,1,3700
3,Goregaon West,1306,new construction,Semi Furnished,3,3,2,1,32000
2,Mira Road East,1026,new construction,Unfurnished,2,2,0,1,13000
2,Chembur,1450,recent construction,Semi Furnished,2,2,4,1,16800
3,Mulund West,1300,recent construction,Fully Furnished,3,3,1,1,28000
2,Borivali West,720,recent construction,Unfurnished,2,2,0,1,15000
3,Borivali East,1020,recent construction,Semi Furnished,3,3,0,1,26000
1,Mira Road East,585,recent construction,Semi Furnished,1,1,0,1,6500
2,Dadar West,1000,mid age property,Fully Furnished,2,2,0,1,36500
1,Kurla East,600,modern property,Semi Furnished,1,1,0,0,8500
2,Boisar,900,recent construction,Semi Furnished,2,4,0,1,4500
2,Borivali West,950,modern property,Semi Furnished,2,2,1,1,31100
3,Powai,1285,recent construction,Semi Furnished,3,3,0,1,49500
2,Bhandup West,830,recent construction,Unfurnished,2,2,0,1,14500
3,Borivali East,1356,new construction,Unfurnished,3,3,0,1,45000
4,Borivali East,1900,new construction,Unfurnished,4,4,0,1,65000
3,Andheri West,1100,recent construction,Semi Furnished,3,3,0,1,42100
1,Santacruz East,600,recent construction,Semi Furnished,1,2,0,1,14500
2,Mira Road East,960,new construction,Semi Furnished,2,2,3,0,11500
2,Kandivali East,851,new construction,Semi Furnished,2,2,1,1,21000
3,Borivali East,1507,new construction,Unfurnished,3,3,0,1,47800
2,Borivali West,1100,new construction,Semi Furnished,2,2,0,1,20000
3,Mulund West,1100,recent construction,Semi Furnished,3,3,0,1,28000
1,Nalasopara West,675,recent construction,Semi Furnished,1,1,2,1,3800
3,Santacruz West,1100,recent construction,Unfurnished,3,3,0,1,50000
3,Powai,1085,recent construction,Fully Furnished,3,3,0,1,30000
2,Kanjurmarg East,800,new construction,Semi Furnished,2,2,0,1,18500
4,Lower Parel,2150,recent construction,Semi Furnished,4,3,0,1,108800
2,Powai,1050,recent construction,Unfurnished,2,2,2,1,21500
3,Parel,1468,new construction,Semi Furnished,3,3,0,1,61000
4,Andheri West,1800,recent construction,Unfurnished,4,3,2,1,49500
3,Mira Road East,1210,recent construction,Semi Furnished,3,3,3,1,19000
1,Naigaon East,610,recent construction,Unfurnished,1,1,3,1,3400
2,Bhandup West,1000,recent construction,Semi Furnished,2,2,3,1,14500
3,Kandivali East,1245,modern property,Semi Furnished,3,2,0,1,21500
3,Lower Parel,2350,new construction,Unfurnished,3,3,1,1,110000
2,Bhandup West,1250,recent construction,Unfurnished,2,2,0,1,19800
1,Mulund West,550,recent construction,Unfurnished,1,2,0,1,10800
2,Mulund West,1165,recent construction,Semi Furnished,2,2,0,1,20500
1,Bhandup West,600,recent construction,Unfurnished,1,1,0,1,8500
1,Dahisar East,625,modern property,Semi Furnished,1,2,0,0,11500
2,Mira Road East,970,new construction,Semi Furnished,2,2,1,1,12400
3,Sion,1450,modern property,Semi Furnished,3,2,0,1,25000
3,Kanjurmarg West,1050,new construction,Semi Furnished,3,2,0,1,25000
2,Borivali East,845,modern property,Unfurnished,2,2,0,1,17500
3,Andheri West,1405,modern property,Semi Furnished,3,3,0,1,30000
3,Andheri West,1500,recent construction,Fully Furnished,3,1,0,1,41000
1,Kurla East,589,recent construction,Semi Furnished,1,2,0,1,8500
3,Kandivali East,1680,modern property,Semi Furnished,3,3,1,1,33500
2,Bhandup West,700,recent construction,Fully Furnished,2,2,0,1,15500
3,Andheri West,1400,recent construction,Unfurnished,3,3,0,1,50000
3,Byculla,1900,recent construction,Unfurnished,3,3,0,1,65000
1,Chembur,800,recent construction,Semi Furnished,1,2,0,1,14500
2,Cuffe Parade,810,mid age property,Semi Furnished,2,2,0,1,46000
2,Nalasopara West,1080,recent construction,Semi Furnished,2,2,3,1,5300
3,Chembur,880,recent construction,Semi Furnished,3,3,0,1,18500
1,Malad West,650,recent construction,Unfurnished,1,2,0,1,10800
2,Virar West,650,recent construction,Semi Furnished,2,3,0,0,4600
4,Goregaon East,2540,recent construction,Fully Furnished,4,5,2,1,65000
1,Virar West,650,recent construction,Semi Furnished,1,2,2,1,3300
3,Byculla,1900,new construction,Unfurnished,3,3,0,1,75000
3,Chembur,1720,new construction,Unfurnished,3,4,2,1,47500
2,Dahisar West,700,modern property,Semi Furnished,2,1,0,0,16000
4,Bandra West,2200,recent construction,Semi Furnished,4,5,0,1,65000
1,Borivali East,600,recent construction,Unfurnished,1,2,0,0,9900
3,Wadala East,1839,recent construction,Fully Furnished,3,4,1,1,67500
1,Borivali West,485,modern property,Unfurnished,1,1,0,0,9000
2,Mulund East,1200,new construction,Unfurnished,2,2,0,1,23500
2,Powai,987,new construction,Semi Furnished,2,2,0,1,27000
3,Goregaon East,1272,modern property,Unfurnished,3,3,0,1,9500
2,Powai,1300,new construction,Semi Furnished,2,2,1,1,26500
2,Mira Road East,981,recent construction,Semi Furnished,2,2,0,1,10600
2,Vikhroli East,990,recent construction,Semi Furnished,2,3,2,1,37500
1,Santacruz East,576,modern property,Semi Furnished,1,1,0,1,13500
2,Malad West,1280,new construction,Unfurnished,2,3,0,1,25500
3,Powai,1550,recent construction,Semi Furnished,3,2,3,1,44000
4,others,2400,mid age property,Semi Furnished,4,1,0,1,120000
2,Powai,845,recent construction,Semi Furnished,2,2,0,1,22500
2,Vile Parle West,840,modern property,Semi Furnished,2,1,0,1,38000
3,Kandivali East,1320,modern property,Semi Furnished,3,3,1,1,26500
1,Sion,728,new construction,Semi Furnished,1,2,0,1,13500
1,Borivali West,425,modern property,Unfurnished,1,2,0,1,11100
1,Kandivali West,410,recent construction,Semi Furnished,1,2,0,0,5500
1,Wadala,300,new construction,Semi Furnished,1,1,0,1,3900
1,Prabhadevi,550,recent construction,Fully Furnished,1,1,1,1,17000
1,Kandivali West,594,new construction,Unfurnished,1,2,0,0,8800
1,Mira Road East,750,new construction,Semi Furnished,1,2,2,1,8500
2,Virar West,870,recent construction,Semi Furnished,2,2,3,1,4300
2,Mulund West,755,mid age property,Unfurnished,2,2,0,1,15000
3,Madh,1680,recent construction,Unfurnished,3,3,2,1,32000
3,Kanjurmarg West,1550,new construction,Semi Furnished,3,2,1,1,31500
1,Vikhroli East,550,new construction,Unfurnished,1,1,0,1,8500
4,Malad West,2500,new construction,Semi Furnished,4,4,2,1,70000
1,Santacruz West,500,mid age property,Semi Furnished,1,1,0,1,19000
3,Byculla,2500,new construction,Semi Furnished,3,3,0,1,75000
1,Malad West,650,modern property,Unfurnished,1,2,0,0,8700
2,Goregaon West,1020,new construction,Unfurnished,2,2,1,1,28000
2,Kandivali East,1000,new construction,Unfurnished,2,2,0,1,16500
3,Goregaon East,1250,recent construction,Semi Furnished,3,2,0,1,41000
3,Kamathipura,1980,modern property,Unfurnished,3,3,2,1,55000
1,Vikhroli East,776,recent construction,Semi Furnished,1,2,1,1,18000
3,Thane West,1164,recent construction,Semi Furnished,3,1,0,1,12500
1,Virar West,400,recent construction,Semi Furnished,1,1,2,0,3600
1,Mira Road East,672,new construction,Unfurnished,1,2,1,1,8500
1,Kanjurmarg East,550,recent construction,Semi Furnished,1,1,0,1,9000
1,Mira Road East,594,new construction,Unfurnished,1,2,1,1,10000
2,Bhandup West,500,new construction,Unfurnished,2,2,0,1,12000
3,Kandivali West,1100,modern property,Semi Furnished,3,3,0,1,24000
2,Santacruz East,1000,recent construction,Semi Furnished,2,2,0,1,23000
1,Mira Road East,650,modern property,Unfurnished,1,2,2,1,6500
2,Nalasopara West,845,recent construction,Semi Furnished,2,2,3,1,4600
3,Kanjurmarg East,1637,recent construction,Semi Furnished,3,3,3,1,30500
3,Kandivali East,1345,modern property,Unfurnished,3,3,3,1,22900
2,Mira Road East,918,new construction,Semi Furnished,2,2,3,1,12500
2,Wadala East,955,recent construction,Unfurnished,2,2,0,1,18400
4,Santacruz West,2500,recent construction,Semi Furnished,4,4,0,1,140000
2,Kandivali East,859,new construction,Semi Furnished,2,2,0,1,21300
3,Malad West,1200,new construction,Unfurnished,3,3,0,1,21500
3,Mahim,1198,modern property,Fully Furnished,3,2,0,1,50000
3,Mulund West,1024,new construction,Unfurnished,3,3,0,1,31500
2,Kanjurmarg West,480,recent construction,Semi Furnished,2,2,0,1,11800
1,Mira Road East,700,recent construction,Unfurnished,1,2,3,1,6800
2,Virar West,690,recent construction,Semi Furnished,2,2,3,0,3800
3,Bandra East,1575,new construction,Unfurnished,3,3,1,1,45500
1,Borivali West,530,modern property,Semi Furnished,1,1,0,1,11500
1,Mira Road East,650,new construction,Semi Furnished,1,2,2,1,7500
2,Prabhadevi,1020,modern property,Semi Furnished,2,2,0,1,48500
1,Malad West,350,new construction,Unfurnished,1,2,0,0,7500
1,Andheri East,530,recent construction,Fully Furnished,1,2,0,1,13000
1,Virar West,758,new construction,Semi Furnished,1,1,2,1,2800
2,Chembur,800,recent construction,Unfurnished,2,1,0,1,24000
2,Malad East,1250,new construction,Semi Furnished,2,2,1,1,26500
2,Mulund East,800,recent construction,Semi Furnished,2,2,0,1,16000
2,Borivali West,700,new construction,Unfurnished,2,2,0,1,20000
3,Mulund West,1295,modern property,Unfurnished,3,3,1,1,22000
2,Malad West,1080,new construction,Semi Furnished,2,3,1,1,26900
2,Mira Road East,1060,recent construction,Semi Furnished,2,2,1,1,13000
1,Bhandup West,620,recent construction,Fully Furnished,1,1,1,1,10500
2,Thane West,850,recent construction,Unfurnished,2,2,2,1,7100
2,Bhayandar East,920,new construction,Semi Furnished,2,2,3,1,9300
1,Byculla,645,new construction,Semi Furnished,1,1,0,0,15000
2,Santacruz East,950,new construction,Unfurnished,2,2,0,1,31500
1,Parel,510,recent construction,Semi Furnished,1,1,2,1,16000
2,Mulund West,723,new construction,Unfurnished,2,2,0,1,22200
3,Malabar Hill,1400,modern property,Fully Furnished,3,2,0,1,77600
1,Mira Road East,674,new construction,Unfurnished,1,2,2,0,6500
4,Mulund West,1926,recent construction,Semi Furnished,4,4,1,1,55500
1,Nalasopara West,570,recent construction,Semi Furnished,1,1,1,1,2600
3,Mulund West,1415,recent construction,Semi Furnished,3,1,0,1,31000
2,Powai,780,recent construction,Unfurnished,2,2,0,1,20000
2,Kandivali East,930,modern property,Unfurnished,2,2,0,0,17000
2,Powai,1350,recent construction,Unfurnished,2,2,1,1,26200
1,Kurla West,370,new construction,Semi Furnished,1,1,0,0,5700
3,Worli,2150,recent construction,Semi Furnished,3,3,2,1,130000
3,Chembur,1550,recent construction,Semi Furnished,3,2,1,1,27000
3,Borivali East,1050,recent construction,Semi Furnished,3,3,0,1,30000
1,Andheri West,670,modern property,Unfurnished,1,1,0,1,17000
1,Chembur,500,new construction,Unfurnished,1,2,0,1,9600
1,Kurla West,700,recent construction,Semi Furnished,1,2,0,0,9500
2,Kurla West,1000,new construction,Unfurnished,2,2,0,1,14500
1,Kandivali East,525,modern property,Semi Furnished,1,2,0,1,12000
4,Chembur,2406,recent construction,Unfurnished,4,3,0,1,65000
3,Mira Road East,1350,recent construction,Semi Furnished,3,3,2,1,19500
3,Malad West,1050,new construction,Unfurnished,3,3,0,1,28600
2,Andheri West,900,recent construction,Fully Furnished,2,2,0,1,24500
3,Chembur,980,new construction,Unfurnished,3,2,0,1,21500
1,Mulund West,552,modern property,Unfurnished,1,2,0,0,10400
2,Mira Road East,936,recent construction,Semi Furnished,2,2,4,1,12000
4,Lower Parel,3500,recent construction,Semi Furnished,4,2,0,1,110000
3,Malad East,1800,new construction,Fully Furnished,3,4,3,1,48500
2,Ghatkopar West,975,recent construction,Fully Furnished,2,1,0,1,21500
1,Vasai East,650,recent construction,Semi Furnished,1,2,2,0,3900
2,Vasai East,650,recent construction,Semi Furnished,2,2,0,1,4500
1,Borivali West,480,recent construction,Unfurnished,1,2,2,0,11000
1,Jogeshwari West,380,recent construction,Unfurnished,1,1,0,0,7800
1,Mulund West,450,new construction,Unfurnished,1,2,1,1,12000
1,Colaba,600,modern property,Fully Furnished,1,1,0,1,25000
1,Chembur,405,recent construction,Unfurnished,1,2,0,0,10500
2,Chembur,623,recent construction,Unfurnished,2,2,0,1,19000
3,Bandra East,1650,recent construction,Unfurnished,3,3,2,1,60000
3,Vile Parle East,1800,recent construction,Fully Furnished,3,3,0,1,62000
2,Kandivali East,1000,new construction,Unfurnished,2,2,0,1,16500
4,Wadala East,1910,modern property,Semi Furnished,4,3,0,1,40000
5,Borivali West,2200,mid age property,Fully Furnished,5,4,0,1,70000
2,Mulund West,1050,new construction,Semi Furnished,2,2,0,1,17500
3,Mulund East,1050,new construction,Unfurnished,3,3,2,1,25000
1,Nalasopara West,640,recent construction,Semi Furnished,1,2,1,1,3100
3,Mulund West,1250,new construction,Unfurnished,3,3,0,1,30000
2,Mahim,1280,recent construction,Unfurnished,2,2,2,1,25000
1,Mira Road East,655,recent construction,Semi Furnished,1,2,0,1,7800
2,Mira Road East,1030,modern property,Fully Furnished,2,2,0,1,12100
1,Virar West,400,recent construction,Semi Furnished,1,1,2,0,2500
4,Chembur,2709,new construction,Semi Furnished,4,3,1,1,120000
1,Naigaon East,460,recent construction,Semi Furnished,1,1,2,1,2500
1,Nalasopara West,590,recent construction,Fully Furnished,1,1,2,1,3200
3,Borivali East,1083,new construction,Unfurnished,3,2,0,1,33000
1,Borivali East,548,modern property,Semi Furnished,1,2,0,0,10000
3,Powai,1250,recent construction,Semi Furnished,3,3,1,1,33500
2,Chembur,940,recent construction,Unfurnished,2,2,0,1,19500
1,Powai,580,modern property,Unfurnished,1,1,0,1,11200
2,Borivali West,800,recent construction,Semi Furnished,2,2,0,1,21000
1,Mira Road East,580,new construction,Semi Furnished,1,2,2,0,7300
3,Santacruz West,1500,modern property,Fully Furnished,3,3,1,1,55000
4,Lower Parel,3300,recent construction,Semi Furnished,4,5,1,1,145000
2,Andheri West,1000,new construction,Semi Furnished,2,2,0,1,27000
2,Ghatkopar West,820,new construction,Semi Furnished,2,2,0,1,19000
2,Mulund West,723,new construction,Unfurnished,2,2,0,1,22000
4,Bhandup West,2300,mid age property,Fully Furnished,4,4,3,1,28000
2,Andheri West,800,mid age property,Semi Furnished,2,2,0,1,23000
1,Jogeshwari West,652,new construction,Semi Furnished,1,2,0,1,13500
4,Chembur,2000,new construction,Unfurnished,4,3,2,1,79000
3,Malad West,1150,recent construction,Semi Furnished,3,3,2,0,38200
3,Andheri West,1750,recent construction,Fully Furnished,3,3,0,1,62500
3,Dahisar West,1100,new construction,Semi Furnished,3,3,2,1,27500
3,Dahisar West,1000,modern property,Fully Furnished,3,2,4,1,27500
4,Chembur,2600,modern property,Semi Furnished,4,4,3,1,77500
1,Goregaon West,585,modern property,Semi Furnished,1,2,0,1,14500
3,Wadala East,1660,recent construction,Unfurnished,3,3,1,1,62000
3,Bhandup West,1200,recent construction,Semi Furnished,3,3,0,1,26900
3,Kandivali East,1650,recent construction,Unfurnished,3,3,2,1,30000
2,Thane West,771,recent construction,Semi Furnished,2,2,1,1,8600
1,Virar West,650,recent construction,Semi Furnished,1,1,2,1,3000
3,Kurla West,1520,modern property,Semi Furnished,3,2,4,1,26500
3,Powai,1444,recent construction,Fully Furnished,3,2,2,1,33000
4,Borivali East,2095,new construction,Semi Furnished,4,4,0,1,43500
1,Mira Road East,650,recent construction,Semi Furnished,1,1,2,1,7500
2,Kandivali East,665,modern property,Unfurnished,2,2,0,1,12500
2,Chembur,650,mid age property,Unfurnished,2,1,0,1,10500
3,Kurla East,1500,new construction,Semi Furnished,3,3,0,1,18000
3,Goregaon East,1300,modern property,Unfurnished,3,3,1,1,8600
1,Thane West,730,recent construction,Semi Furnished,1,2,1,1,5500
3,Goregaon East,1860,modern property,Fully Furnished,3,3,2,1,21000
4,Santacruz East,1725,new construction,Unfurnished,4,3,0,1,37800
3,Parel,970,recent construction,Fully Furnished,3,1,0,1,33000
3,Goregaon East,1230,recent construction,Unfurnished,3,3,1,1,40000
3,Andheri West,1500,modern property,Semi Furnished,3,3,0,1,42500
3,Chembur,1149,new construction,Semi Furnished,3,3,0,1,27000
2,Kanjurmarg East,900,recent construction,Semi Furnished,2,2,0,1,16000
1,Naigaon East,610,new construction,Unfurnished,1,1,2,1,3500
1,Nalasopara West,590,recent construction,Semi Furnished,1,1,3,1,2300
3,Andheri East,1300,recent construction,Semi Furnished,3,1,0,1,30500
6,Borivali East,2850,modern property,Semi Furnished,6,6,2,1,90000
1,Borivali East,570,modern property,Semi Furnished,1,2,0,1,9900
2,Mira Road East,670,modern property,Semi Furnished,2,2,0,1,8400
3,Mulund West,1430,new construction,Unfurnished,3,2,1,1,45000
3,Chembur,1500,new construction,Unfurnished,3,3,3,1,28500
2,Kandivali East,890,modern property,Unfurnished,2,2,0,1,14300
1,Jogeshwari West,640,modern property,Unfurnished,1,2,1,1,13400
1,Vasai West,525,mid age property,Fully Furnished,1,2,0,1,4100
3,Powai,1650,new construction,Unfurnished,3,1,0,1,43000
2,Nalasopara West,950,recent construction,Semi Furnished,1,3,0,1,4300
2,Chembur,786,recent construction,Fully Furnished,2,2,0,1,20500
2,Lower Parel,1425,recent construction,Unfurnished,2,3,0,1,41000
2,Borivali East,980,modern property,Unfurnished,2,2,2,1,18500
1,Vikhroli East,650,modern property,Unfurnished,1,1,0,1,9000
1,Virar West,635,recent construction,Semi Furnished,1,1,2,1,2900
4,Sion,2300,recent construction,Semi Furnished,4,4,5,1,85000
3,Bandra West,1350,modern property,Semi Furnished,3,1,0,0,57500
2,Virar West,999,recent construction,Semi Furnished,2,2,3,1,4500
2,Mulund West,945,mid age property,Semi Furnished,2,2,0,1,16500
3,Chembur,1380,recent construction,Semi Furnished,3,1,0,1,34000
3,Santacruz East,1440,recent construction,Semi Furnished,3,3,0,1,39000
3,Ghatkopar West,1950,recent construction,Unfurnished,3,3,1,1,55000
3,Goregaon West,1400,new construction,Semi Furnished,3,3,1,1,40000
1,Borivali West,500,recent construction,Unfurnished,1,2,2,1,10500
2,Malad West,850,recent construction,Unfurnished,2,2,0,1,14100
3,Vikhroli East,1433,recent construction,Semi Furnished,3,3,2,1,43600
3,Goregaon East,2150,recent construction,Fully Furnished,3,3,2,1,40000
3,Dadar East,941,new construction,Fully Furnished,3,3,1,1,49500
1,Mira Road East,700,recent construction,Unfurnished,1,2,3,0,7200
1,Borivali East,585,mid age property,Semi Furnished,1,2,0,1,10200
